STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT22
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,1/29/2008,,,,,,0.9,0,0,,43,32,39,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,1/30/2008,,,,,,0.22,0,0,,43,36,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,1/31/2008,,,,,,1.15,0,0,,46,39,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/1/2008,,,,,,0.5,0,0,,42,37,39,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/2/2008,,,,,,0.6,0,0,,44,35,36,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/3/2008,,,,,,0.35,0,0,,38,31,38,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/4/2008,,,,,,0.11,0,0,,44,31,38,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/5/2008,,,,,,0.19,0,0,,44,37,44,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/6/2008,,,,,,0.28,0,0,,45,34,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/7/2008,,,,,,1.76,0,0,,48,32,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/8/2008,,,,,,0.26,0,0,,45,42,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/9/2008,,,,,,0.75,0,0,,48,44,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/10/2008,,,,,,0.37,0,0,,51,44,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/11/2008,,,,,,0.14,0,0,,48,45,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/12/2008,,,,,,0.03,0,0,,51,39,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/13/2008,,,,,,0.44,0,0,,48,35,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/14/2008,,,,,,0.04,0,0,,47,31,36,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/15/2008,,,,,,0.02,0,0,,46,35,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/16/2008,,,,,,0.11,0,0,,49,40,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/17/2008,,,,,,0,0,0,,48,33,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/18/2008,,,,,,0,0,0,,53,33,44,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/19/2008,,,,,,0,0,0,,59,35,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/20/2008,,,,,,0.05,0,0,,48,37,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/21/2008,,,,,,0,0,0,,52,34,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/22/2008,,,,,,0.01,0,0,,55,39,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/23/2008,,,,,,0.35,0,0,,51,36,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/24/2008,,,,,,0.03,0,0,,53,40,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/25/2008,,,,,,0.05,0,0,,58,44,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/26/2008,,,,,,0.04,0,0,,53,34,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/27/2008,,,,,,0,0,0,,58,38,49,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/28/2008,,,,,,0.06,0,0,,54,47,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,2/29/2008,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/1/2008,,,,,,0.96,0,0,,57,37,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/2/2008,,,,,,0,0,0,,49,34,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/3/2008,,,,,,0.22,0,0,,51,37,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/4/2008,,,,,,0.25,0,0,,48,38,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/5/2008,,,,,,0.02,0,0,,49,30,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/6/2008,,,,,,0,0,0,,55,34,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/7/2008,,,,,,0,0,0,,52,40,44,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/8/2008,,,,,,0.25,0,0,,53,42,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/9/2008,,,,,,0.02,0,0,,50,38,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/10/2008,,,,,,0,0,0,,58,37,55,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/11/2008,,,,,,0.27,0,0,,58,42,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/12/2008,,,,,,0.04,0,0,,50,36,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/13/2008,,,,,,0.93,0,0,,52,40,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/14/2008,,,,,,1.17,0,0,,48,40,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/15/2008,,,,,,0.37,0,0,,50,39,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/16/2008,,,,,,0.12,0,0,,50,38,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/17/2008,,,,,,0.37,0,0,,48,40,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/18/2008,,,,,,0.27,0,0,,48,43,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/19/2008,,,,,,0,0,0,,49,35,40,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/20/2008,,,,,,0.28,0,0,,52,36,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/21/2008,,,,,,0.32,0,0,,49,34,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/22/2008,,,,,,0.02,0,0,,51,33,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/23/2008,,,,,,0.46,0,0,,58,39,58,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/24/2008,,,,,,0.32,0,0,,49,32,40,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/25/2008,,,,,,0.18,0,0,,50,31,39,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/26/2008,,,,,,1.11,0,0,,45,35,38,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/27/2008,,,,,,0.75,0,0,,40,32,39,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/28/2008,,,,,,0.57,0,0,,48,35,39,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/29/2008,,,,,,0.41,0,0,,42,35,40,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/30/2008,,,,,,0.33,0,0,,46,32,36,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,3/31/2008,,,,,,0.14,0,0,,47,33,40,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/1/2008,,,,,,0.05,0,0,,48,30,37,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/2/2008,,,,,,0.01,0,0,,52,30,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/3/2008,,,,,,0,0,0,,54,30,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/4/2008,,,,,,0.37,0,0,,54,48,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/5/2008,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/6/2008,,,,0.5,,,0,0,,50,37,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/7/2008,,,,,,0.99,0,0,,49,40,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/8/2008,,,,,,0.18,0,0,,50,38,43,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/9/2008,,,,,,0,0,0,,50,38,46,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/10/2008,,,,,,0.09,0,0,,52,42,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/11/2008,,,,,,0,0,0,,52,34,49,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/12/2008,,,,,,0,0,0,,65,48,65,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/13/2008,,,,,,0,0,0,,78,46,51,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/14/2008,,,,,,0.06,0,0,,53,38,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/15/2008,,,,,,0.22,0,0,,51,35,41,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/16/2008,,,,,,0.06,0,0,,51,40,51,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/17/2008,,,,,,0.07,0,0,,52,40,49,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/18/2008,,,,,,0.03,0,0,,53,40,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/19/2008,,,,,,0.23,0,0,,47,33,42,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/20/2008,,,,,,0.19,0,0,,48,31,,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/21/2008,,,,,,0.46,0,0,,49,30,34,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/22/2008,,,,,,0.2,0,0,,47,33,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/23/2008,,,,,,0.76,0,0,,49,39,40,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/24/2008,,,,,,0.76,0,0,,48,38,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/25/2008,,,,,,0.11,0,0,,52,38,49,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/26/2008,,,,,,0,0,0,,56,38,53,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/27/2008,,,,,,0,0,0,,70,40,54,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/28/2008,,,,,,0.35,0,0,,57,49,57,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/29/2008,,,,,,0.35,0,0,,61,39,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,4/30/2008,,,,,,0.11,0,0,,53,37,45,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/1/2008,,,,,,0.03,0,0,,53,39,49,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/2/2008,,,,,,0.01,0,0,,54,44,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/3/2008,,,,,,0.04,0,0,,60,47,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/4/2008,,,,,,0,0,0,,56,38,56,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/5/2008,,,,,,0,0,0,,63,47,51,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/6/2008,,,,,,0.03,0,0,,61,47,51,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/7/2008,,,,,,0,0,0,,53,45,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/8/2008,,,,,,0.01,0,0,,50,43,47,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/9/2008,,,,,,0.01,0,0,,54,40,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/10/2008,,,,,,0.04,0,0,,57,45,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/11/2008,,,,,,0.2,0,0,,55,42,48,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/12/2008,,,,,,0.14,0,0,,54,45,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/13/2008,,,,,,0.1,0,0,,57,47,50,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/14/2008,,,,,,0.98,0,0,,54,49,54,,,,,,,,,,,,,,,,,,,,,
USC00353014,"FORT CLATSOP NATIONAL MEM., OR US",CLATSOP,46.1358,-123.8783,12.8,5/15/2008,,,,,,0.03,0,0,,67,50,67,,,,,,,,,,,,,,,,,,,,,
