STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,EVAP,MDPR,MNPN,MXPN,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDMV,WESD,WESF,WT01,WT03,WT04,WT11
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,1/31/2008,,,,,,1.07,0,0,,40,30,34,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/1/2008,,,,,,0.34,0,0,,44,31,38,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/2/2008,,,,,,0.21,,1,,43,30,32,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/3/2008,,,,,,0.47,0,0,,36,30,35,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/4/2008,,,,,,0.03,0,0,,40,31,37,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/5/2008,,,,,,0,0,0,,41,33,35,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/6/2008,,,,,,0.37,0,0,,40,31,36,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/7/2008,,,,,,1.15,0,0,,47,30,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/8/2008,,,,,,0.17,0,0,,37,43,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/9/2008,,,,,,0.01,0,0,,49,40,48,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/10/2008,,,,,,0.03,0,0,,57,34,48,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/11/2008,,,,,,0,0,0,,54,40,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/12/2008,,,,,,0,0,0,,51,31,36,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/13/2008,,,,,,0.02,0,0,,56,33,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/14/2008,,,,,,0,0,0,,49,25,28,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/15/2008,,,,,,0,0,0,,51,25,32,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/16/2008,,,,,,0,0,0,,52,29,45,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/17/2008,,,,,,0,0,0,,54,25,28,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/18/2008,,,,,,0,0,0,,55,28,34,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/19/2008,,,,,,0,0,0,,52,22,27,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/20/2008,,,,,,0,0,0,,52,23,39,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/21/2008,,,,,,0,0,0,,60,33,45,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/22/2008,,,,,,0.03,0,0,,55,38,40,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/23/2008,,,,,,0,0,0,,53,30,32,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/24/2008,,,,,,0.07,0,0,,56,29,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/25/2008,,,,,,0.18,0,0,,48,39,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/26/2008,,,,,,0,0,0,,55,28,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/27/2008,,,,,,0,0,0,,58,34,38,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/28/2008,,,,,,0,0,0,,59,35,40,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,2/29/2008,,,,,,0,0,0,,66,37,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/1/2008,,,,,,0.18,0,0,,66,37,46,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/2/2008,,,,,,0.02,0,0,,49,33,46,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/3/2008,,,,,,0,0,0,,54,28,37,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/4/2008,,,,,,0.12,0,0,,51,34,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/5/2008,,,,,,0,0,0,,,,,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/6/2008,,,,,,0,0,0,,59,25,36,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/7/2008,,,,,,0,0,0,,57,28,36,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/8/2008,,,,,,0.05,0,0,,56,33,45,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/9/2008,,,,,,0,0,0,,55,29,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/10/2008,,,,,,0,0,0,,65,39,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/11/2008,,,,,,0.1,0,0,,66,40,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/12/2008,,,,,,0,0,0,,55,30,38,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/13/2008,,,,,,0.3,0,0,,58,35,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/14/2008,,,,,,0.16,0,0,,52,37,40,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/15/2008,,,,,,0.05,0,0,,51,34,39,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/16/2008,,,,,,0.02,0,0,,52,35,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/17/2008,,,,,,0,0,0,,49,38,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/18/2008,,,,,,0.28,0,0,,52,40,45,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/19/2008,,,,,,0.03,0,0,,57,30,35,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/20/2008,,,,,,0.26,0,0,,53,33,40,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/21/2008,,,,,,0.12,0,0,,49,33,40,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/22/2008,,,,,,,0,0,,,,,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/23/2008,,,,,,,0,0,,,,,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/24/2008,,,0.21,,,,0,0,,55,33,37,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/25/2008,,,,,,0,0,0,,52,25,32,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/26/2008,,,,,,0.12,0,0,,55,29,35,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/27/2008,,,,,,0.17,0,0,,47,31,31,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/28/2008,,,,,,0.05,0,0,,42,29,33,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/29/2008,,,,,,0.25,0,0,,40,29,33,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/30/2008,,,,,,,0,0,,,,,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,3/31/2008,,,0.02,,,,0,0,,49,29,38,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/1/2008,,,,,,0,0,0,,50,23,28,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/2/2008,,,,,,0,0,0,,55,25,30,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/3/2008,,,,,,0,0,0,,61,26,31,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/4/2008,,,,,,0,0,0,,62,28,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/5/2008,,,,,,0.13,0,0,,49,32,49,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/6/2008,,,,,,0.18,0,0,,51,36,46,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/7/2008,,,,,,0.07,0,0,,54,34,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/8/2008,,,,,,0.02,0,0,,53,36,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/9/2008,,,,,,0,0,0,,52,34,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/10/2008,,,,,,0.06,0,0,,54,40,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/11/2008,,,,,,0,0,0,,56,33,39,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/12/2008,,,,,,0,0,0,,70,29,38,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/13/2008,,,,,,0,0,0,,76,35,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/14/2008,,,,,,0,0,0,,71,39,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/15/2008,,,,,,0.02,0,0,,54,35,42,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/16/2008,,,,,,0.07,0,0,,49,36,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/17/2008,,,,,,0,0,0,,57,35,50,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/18/2008,,,,,,0,0,0,,60,40,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/19/2008,,,,,,0.15,0,0,,49,28,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/20/2008,,,,,,,0,0,,49,29,32,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/21/2008,,,,,,0.03,0,0,,51,29,37,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/22/2008,,,,,,0.07,0,0,,51,34,39,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/23/2008,,,,,,0.39,0,0,,47,32,43,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/24/2008,,,,,,0.02,0,0,,55,36,46,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/25/2008,,,,,,0.03,0,0,,59,40,44,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/26/2008,,,,,,0,0,0,,59,30,39,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/27/2008,,,,,,0,0,0,,69,35,50,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/28/2008,,,,,,0,0,0,,72,44,58,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/29/2008,,,,,,0.02,0,0,,62,39,45,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,4/30/2008,,,,,,0.13,0,0,,50,35,41,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/1/2008,,,,90,110,0.02,0,0,,55,37,50,,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/2/2008,,0.12,,91,112,0,0,0,,62,41,49,26.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/3/2008,,0,,92,110,0.17,0,0,,66,39,47,36,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/4/2008,,0.09,,92,110,0,0,0,,60,35,39,18,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/5/2008,,0.24,,92,114,0,0,0,,75,35,45,21.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/6/2008,,0.17,,92,114,0,0,0,,76,48,53,72.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/7/2008,,0.18,,92,112,0,0,0,,62,45,50,98.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/8/2008,,0.21,,93,112,0,0,0,,56,40,49,98.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/9/2008,,0.26,,92,113,0,0,0,,57,32,49,62.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/10/2008,,0.16,,92,117,0,0,0,,67,43,55,29.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/11/2008,,0.08,,94,114,0.03,0,0,,68,44,48,83.9,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/12/2008,,0.17,,92,113,0.02,0,0,,58,42,50,67.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/13/2008,,0.07,,91,110,0,0,0,,56,43,51,65.2,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/14/2008,,0.06,,92,113,0,0,0,,62,45,59,65.2,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/15/2008,,0.27,,93,114,0,0,0,,74,45,64,46,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/16/2008,,0.25,,96,117,0,0,0,,88,47,70,29.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/17/2008,,0.25,,96,116,0,0,0,,92,52,68,26.7,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/18/2008,,0.36,,95,119,0,0,0,,95,63,69,65.2,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/19/2008,,0.28,,97,116,0,0,0,,87,49,69,47.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/20/2008,,0.25,,97,118,0,0,0,,85,52,50,54.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/21/2008,,0.04,,95,112,0.05,0,0,,64,45,55,46,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/22/2008,,0.32,,94,106,0,0,0,,62,44,52,83.9,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/23/2008,,0.02,,95,114,0.14,0,0,,60,45,50,69,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/24/2008,,0.06,,95,112,0.08,0,0,,58,46,59,3.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/25/2008,,0.09,,95,116,0.04,0,0,,79,52,58,36,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/26/2008,,0.16,,97,117,0.14,0,0,,69,52,62,34.8,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/27/2008,,0.34,,96,117,0,0,0,,70,54,60,62.1,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/28/2008,,0.12,,97,117,0.02,0,0,,75,56,60,42.9,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/29/2008,,0.06,,96,113,0.09,0,0,,62,50,55,87,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/30/2008,,0.34,,96,117,0,0,0,,65,50,56,96.9,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,5/31/2008,,0.16,,95,118,0,0,0,,73,43,55,59,,,,,,
USC00354003,"HOOD RIVER EXPERIMENT STATION, OR US",HOOD RIVER,45.6847,-121.5175,152.4,6/1/2008,,0.28,,95,115,0,0,0,,72,46,56,59,,,,,,
