STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WESD,WESF
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/15/2008,,,0.15,0,0,,50,35,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/16/2008,,,0,0,0,,50,33,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/17/2008,,,0,0,0,,43,32,42,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/18/2008,,,0,0,0,,47,34,46,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/19/2008,,,0.45,0,0,,46,34,44,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/20/2008,,,0,0,0,,45,39,43,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/21/2008,,,0,0,0,,44,34,43,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/22/2008,,,0,0,0,,49,29,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/23/2008,,,0,0,0,,50,33,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/24/2008,,,0,0,0,,41,33,40,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/25/2008,,,0,0,0,,53,31,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/26/2008,,,1.05,0,0,,42,35,41,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/27/2008,,,0.2,2,,,45,35,37,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/28/2008,,,0.75,0,,,43,34,41,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/29/2008,,,0.75,0,0,,45,38,42,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/30/2008,,,0.75,0,0,,46,36,44,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,1/31/2008,,,0.25,0,0,,48,45,46,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/1/2008,,,0.75,0,0,,45,41,42,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/2/2008,,,0.55,0,0,,46,36,45,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/3/2008,,,0.4,0,0,,45,38,44,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/4/2008,,,0.15,0,0,,44,35,43,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/5/2008,,,0.5,0,0,,49,40,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/6/2008,,,1.35,0,0,,46,40,44,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/7/2008,,,0.45,0,0,,49,45,46,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/8/2008,,,0.55,0,0,,47,42,46,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/9/2008,,,0,0,0,,52,46,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/10/2008,,,0.1,0,0,,50,47,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/11/2008,,,0,0,0,,56,44,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/12/2008,,,0.3,0,0,,52,42,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/13/2008,,,0.05,0,0,,50,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/14/2008,,,0,0,0,,51,33,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/15/2008,,,0,0,0,,56,36,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/16/2008,,,0,0,0,,55,38,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/17/2008,,,0,0,0,,64,35,61,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/18/2008,,,0,0,0,,56,35,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/19/2008,,,0.1,0,0,,50,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/20/2008,,,0,0,0,,57,39,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/21/2008,,,0,0,0,,57,39,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/22/2008,,,0.2,0,0,,52,45,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/23/2008,,,0,0,0,,57,37,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/24/2008,,,0,0,0,,61,45,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/25/2008,,,0,0,0,,50,46,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/26/2008,,,0,0,0,,59,39,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/27/2008,,,0,0,0,,54,40,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/28/2008,,,0,0,0,,57,41,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,2/29/2008,,,0.6,0,0,,55,49,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/1/2008,,,0.15,0,0,,52,43,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/2/2008,,,0,0,0,,53,36,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/3/2008,,,0.5,0,0,,49,37,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/4/2008,,,0.1,0,0,,50,40,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/5/2008,,,0,0,0,,61,34,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/6/2008,,,0,0,0,,55,37,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/7/2008,,,0.7,0,0,,52,36,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/8/2008,,,0,0,0,,54,44,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/9/2008,,,0.1,0,0,,63,42,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/10/2008,,,0.25,0,0,,58,50,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/11/2008,,,0,0,0,,51,45,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/12/2008,,,0.7,0,0,,53,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/13/2008,,,1,0,0,,52,44,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/14/2008,,,0.9,0,0,,51,44,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/15/2008,,,0.2,0,0,,49,42,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/16/2008,,,0.25,0,0,,49,40,45,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/17/2008,,,0.95,0,0,,50,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/18/2008,,,0.1,0,0,,52,48,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/19/2008,,,0.1,0,0,,52,37,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/20/2008,,,0.5,0,0,,51,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/21/2008,,,0,0,0,,50,35,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/22/2008,,,0,0,0,,61,36,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/23/2008,,,0.55,0,0,,51,44,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/24/2008,,,0,0,0,,49,36,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/25/2008,,,0,0,0,,52,34,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/26/2008,,,1.1,0,0,,46,42,44,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/27/2008,,,0.7,0,0,,48,35,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/28/2008,,,1,3,0,,45,34,42,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/29/2008,,,0.2,1,0,,48,37,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/30/2008,,,0.2,0,0,,48,33,46,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,3/31/2008,,,0,0,0,,50,39,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/1/2008,,,0,0,0,,52,31,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/2/2008,,,0,0,0,,56,33,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/3/2008,,,0,0,0,,59,34,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/4/2008,,,0.85,0,0,,51,38,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/5/2008,,,0.75,0,0,,48,42,45,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/6/2008,,,0.8,0,0,,52,42,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/7/2008,,,0.45,0,0,,50,42,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/8/2008,,,0.25,0,0,,51,40,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/9/2008,,,0.15,0,0,,51,42,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/10/2008,,,0.1,0,0,,54,44,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/11/2008,,,0,0,0,,67,36,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/12/2008,,,0,0,0,,74,50,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/13/2008,,,0,0,0,,53,41,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/14/2008,,,0.45,0,0,,49,38,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/15/2008,,,0.5,0,0,,51,37,49,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/16/2008,,,0.05,0,0,,53,44,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/17/2008,,,0,0,0,,55,39,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/18/2008,,,0.35,0,0,,48,42,41,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/19/2008,,,0.2,0,0,,48,35,47,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/20/2008,,,0.3,1,0,,48,33,42,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/21/2008,,,0.45,1,0,,46,33,45,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/22/2008,,,0.9,0,0,,53,39,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/23/2008,,,1,0,0,,46,42,45,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/24/2008,,,0.05,0,0,,53,43,48,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/25/2008,,,0,0,0,,58,37,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/26/2008,,,0,0,0,,69,42,61,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/27/2008,,,0,0,0,,59,41,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/28/2008,,,0.4,0,0,,60,50,58,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/29/2008,,,0.5,0,0,,51,43,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,4/30/2008,,,0,0,0,,52,40,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/1/2008,,,0,0,0,,53,40,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/2/2008,,,0,0,0,,56,45,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/3/2008,,,0.1,0,0,,51,45,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/4/2008,,,0,0,0,,62,39,60,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/5/2008,,,0,0,0,,58,43,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/6/2008,,,0,0,0,,56,43,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/7/2008,,,0,0,0,,52,46,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/8/2008,,,0.05,0,0,,53,43,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/9/2008,,,0,0,0,,56,38,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/10/2008,,,0.25,0,0,,55,46,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/11/2008,,,0.05,0,0,,54,45,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/12/2008,,,0,0,0,,57,41,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/13/2008,,,0.5,0,0,,55,48,54,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/14/2008,,,0,0,0,,69,53,67,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/15/2008,,,0,0,0,,90,50,89,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/16/2008,,,0,0,0,,99,73,96,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/17/2008,,,0,0,0,,73,56,69,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/18/2008,,,0,0,0,,64,49,60,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/19/2008,,,0,0,0,,68,48,65,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/20/2008,,,1.15,0,0,,58,52,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/21/2008,,,0.5,0,0,,53,49,52,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/22/2008,,,0.05,0,0,,54,46,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/23/2008,,,0.05,0,0,,54,47,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/24/2008,,,0,0,0,,62,47,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/25/2008,,,0.1,0,0,,57,50,56,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/26/2008,,,0.05,0,0,,56,49,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/27/2008,,,0,0,0,,59,51,58,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/28/2008,,,0,0,0,,55,53,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/29/2008,,,0,0,0,,57,49,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/30/2008,,,0,0,0,,59,43,58,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/31/2008,,,0,0,0,,57,51,56,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/1/2008,,,0.05,0,0,,58,49,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/2/2008,,,1.5,0,0,,58,48,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/3/2008,,,0.6,0,0,,54,51,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/4/2008,,,0,0,0,,59,48,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/5/2008,,,0.35,0,0,,54,43,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/6/2008,,,0.9,0,0,,52,48,51,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/7/2008,,,0.05,0,0,,56,49,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/8/2008,,,0,0,0,,60,41,58,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/9/2008,,,0.3,0,0,,58,49,53,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/10/2008,,,0.25,0,0,,51,48,50,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/11/2008,,,0,0,0,,57,47,55,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/12/2008,,,0,0,0,,63,41,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/13/2008,,,0,0,0,,66,46,63,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/14/2008,,,0,0,0,,62,40,61,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/15/2008,,,0,0,0,,64,43,63,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/16/2008,,,0,0,0,,59,42,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/17/2008,,,0,0,0,,60,43,58,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/18/2008,,,0,0,0,,60,43,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/19/2008,,,0,0,0,,63,44,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/20/2008,,,0,0,0,,62,45,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/21/2008,,,0.05,0,0,,67,48,60,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/22/2008,,,0,0,0,,64,54,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/23/2008,,,0,0,0,,62,43,60,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/24/2008,,,0,0,0,,68,43,67,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/25/2008,,,0,0,0,,60,43,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/26/2008,,,0,0,0,,69,45,64,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/27/2008,,,0,0,0,,79,50,74,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/28/2008,,,0,0,0,,67,52,64,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/29/2008,,,0,0,0,,62,53,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/30/2008,,,0,0,0,,59,51,57,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/1/2008,,,0,0,0,,64,53,63,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/2/2008,,,0,0,0,,65,55,59,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/3/2008,,,0,0,0,,68,54,64,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/4/2008,,,0,0,0,,66,55,65,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/5/2008,,,0.15,0,0,,65,59,62,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/6/2008,,,0,0,0,,71,50,67,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/7/2008,,,0,0,0,,70,51,67,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/8/2008,,,0,0,0,,78,46,72,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/9/2008,,,0,0,0,,71,46,69,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/10/2008,,,0,0,0,,68,45,67,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/11/2008,,,0,0,0,,72,44,71,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/12/2008,,,0,0,0,,81,44,80,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/13/2008,,,0,0,0,,69,45,66,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/14/2008,,,0,0,0,,69,48,68,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/15/2008,,,0,0,0,,62,44,61,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/16/2008,,,0,0,0,,62,49,66,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/17/2008,,,0,0,0,,68,52,66,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/18/2008,,,0,0,0,,67,50,65,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/19/2008,,,0,0,0,,67,46,66,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/20/2008,,,0,0,0,,66,44,65,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/21/2008,,,0,0,0,,65,50,64,,
